total_jobs,missing_company_rate,missing_title_rate,missing_location_rate,duplicate_job_id_rate,stale_jobs_count,invalid_source_count,remote_in_country_dimension,schema_validation_pass,computed_at
11548,0.0,0.0,0.0185,0.0,0,0,0,True,2026-06-10T11:51:13.104181+00:00
