job_id,title,company,location,zip_code,state,source,ats,department,is_remote,job_url,job_types,tags,salary,published_at,start_date_raw,modified_at,ingested_at,is_english,work_style,language_requirement,region,date_added,date_expired
sem_finanzklar_finanzberater-mit-34d-100-remote-warme-leads-sehr-faire-provision_mannheim,"Finanzberater mit §34d (m/w/d) 100% Remote, warme Leads, sehr faire Provision",Finanzklar GmbH,Mannheim,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/finanzklar-gmbh/finanzberater-mit-34d-100-remote-warme-leads-sehr-faire-provision-mannheim-433205,Freelance,"Remote,Finance",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_finanzklar_selbstst-ndiger-finanzberater-100-remote-leads-inklusive_mannheim,"Selbstständiger Finanzberater (m/w/d) 100% Remote, Leads inklusive",Finanzklar GmbH,Mannheim,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/finanzklar-gmbh/selbststandiger-finanzberater-100-remote-leads-inklusive-mannheim-422645,Freelance,"Remote,Finance",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_finanzklar_versicherungsberater-vertriebspartner-100-remote-34d-leads-gestellt_mannheim,Versicherungsberater / Vertriebspartner (m/w/d) 100% Remote | §34d | Leads gestellt,Finanzklar GmbH,Mannheim,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/finanzklar-gmbh/versicherungsberater-vertriebspartner-100-remote-34d-leads-gestellt-mannheim-390362,,"Remote,Finance",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_finding-heads-international_projektleiter-projektmanager-anlagen-rohrleitungsbau_schwedt,Projektleiter / Projektmanager Anlagen- & Rohrleitungsbau (m/w/d),Finding Heads International,Schwedt,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/finding-heads-international/projektleiter-projektmanager-anlagen-rohrleitungsbau-schwedt-30212,,Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Other,2026-07-06,2026-07-06
sem_fink-it-solutions-kg_werkstudierende-machine-deep-learning-ki_w-rzburg,Werkstudierende - Machine/ Deep Learning & KI (m/w/d),Fink IT-Solutions GmbH & Co. KG,Würzburg,97080.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/13635-26733fac_JB5168588-S,,AI / ML,,,2026-06-11,2026-06-11T11:21:21.14,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_fischer-partner-gesellschaft-f-r-personal-mbh_entgeltabrechner-steuerfachangestellte-aus-einer-steuerkanzlei-gesucht_stuttgart,Entgeltabrechner / Steuerfachangestellte (w/m/d) aus einer Steuerkanzlei gesucht,Fischer & Partner Gesellschaft für Personal mbH,Stuttgart,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/fischer-partner-gesellschaft-fur-personal-mbh/entgeltabrechner-steuerfachangestellte-aus-einer-steuerkanzlei-gesucht-stuttgart-145964,berufserfahren,Compensation and Benefits,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_fjd-information-technologies_devops-engineer-mensch-in-vollzeit_,DevOps-Engineer (Mensch) in Vollzeit,FJD Information Technologies AG,,,,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003197755-S,,Cloud / DevOps,,,2026-06-22,2026-06-22T14:19:01.127,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_fjd-information-technologies_fullstack-developer-mensch_feldkirchen-kreis-m-nchen,Fullstack-Developer (Mensch),FJD Information Technologies AG,"Feldkirchen, Kreis München",85622.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003323090-S,,,,,2026-07-02,2026-07-02T14:54:24.41,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_flatexdegiro_werkstudent-in-internal-audit_frankfurt-am-main,Werkstudent/in Internal Audit (m/w/d),flatexDEGIRO SE,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/flatexdegiro-se/werkstudent-in-internal-audit-frankfurt-am-main-179450,"Working student,hilfstätigkeit / student","Working Student,Auditor",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_fleet-events_chief-of-staff-retail-nxt_hamburg,Chief of Staff (m/w/d) – RETAIL NXT,Fleet Events GmbH,Hamburg,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/fleet-events-gmbh/chief-of-staff-retail-nxt-hamburg-162298,,Business Operations,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_flyeralarm_frontend-software-developer-m-f-d_,Frontend Software Developer m/f/d,flyeralarm GmbH,,,,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002549965-S,,,,,2026-06-08,2026-06-08T07:12:08.528,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_forschungszentrum-j-lich-p-va-personalabrechnung_phd-position-hybrid-electronic-photonic-integrated-neuromorphic_aachen,PhD Position – Hybrid electronic/photonic integrated neuromorphic...,Forschungszentrum Jülich GmbH P-VA Personalabrechnung,Aachen,52068.0,Nordrhein-Westfalen,ba_api,,,True,https://www.arbeitsagentur.de/jobsuche/jobdetail/19380-pksxcrxu5a-S,,,,,2026-06-18,2026-06-18T06:34:55.42,2026-07-06T07:01:03.142629+00:00,False,hybrid,german_required,Germany,2026-07-06,2026-07-06
sem_forschungszentrum-j-lich-p-va-personalabrechnung_postdoc-physics-he-and-neutron-polarization-methods_garching-bei-m-nchen,Postdoc (Physics) – ³He and neutron polarization methods,Forschungszentrum Jülich GmbH P-VA Personalabrechnung,Garching bei München,85748.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19380-rj1dfocnfh-S,,,,,2026-07-03,2026-07-03T15:42:40.85,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_forschungszentrum-j-lich-p-va-personalabrechnung_tasso-springer-fellowships-three-phd-positions-in-neutron-research_garching-bei-m-nchen,Tasso Springer Fellowships - Three PhD Positions in Neutron Research,Forschungszentrum Jülich GmbH P-VA Personalabrechnung,Garching bei München,85748.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19380-euu8kcbqzh-S,,,,,2026-07-03,2026-07-03T15:37:34.669,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_fraunhofer-gesellschaft-e-v-zentrale-m-nchen_research-scientist-pretraining-daten-f-r-foundation-models-all-genders_dresden,Research Scientist - Pretraining-Daten für Foundation Models (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,Dresden,1069.0,Sachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15861-44154969-54-S,,,,,2026-08-01,2026-05-05T00:00:00,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_fraunhofer-gesellschaft-e-v-zentrale-m-nchen_studentische-hilfskr-fte-agentic-ai-all-genders_heilbronn-neckar,Studentische Hilfskräfte - Agentic AI (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,"Heilbronn, Neckar",74072.0,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15861-44267878-624-S,,AI / ML,,,2026-09-01,2026-06-25T00:00:00,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_gastrosoft_kaufmann-frau-f-r-it-system-management_krefeld,Kaufmann/-frau für IT-System-Management (m/w/d),GastroSoft GmbH,Krefeld,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/gastrosoft-gmbh/kaufmann-frau-fur-it-system-management-krefeld-327468,,IT,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_gfic_global-sales-director-freeze-dry-ingredients-b2b-and-private-label_heidelberg,Global Sales Director Freeze Dry Ingredients B2B and Private label,GFIC,Heidelberg,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/gfic/global-sales-director-freeze-dry-ingredients-b2b-and-private-label-heidelberg-344192,executive,"Remote,Management,Team Leader",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Germany,2026-07-06,2026-07-06
sem_gito-mbh-verlag_quereinsteiger-redaktion-marketing-vertrieb_berlin,"Quereinsteiger: Redaktion, Marketing, Vertrieb (m/w/d)",GITO mbH Verlag,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/gito-mbh-verlag/quereinsteiger-redaktion-marketing-vertrieb-berlin-275111,Side,"Internship,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_google-germany_ai-innovation-engineer-deutsche-borse-group-google-cloud_frankfurt-am-main,"AI Innovation Engineer, Deutsche Borse Group, Google Cloud",Google Germany GmbH,Frankfurt am Main,60311.0,Hessen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/17486-135193514559316678-S,,,,,2026-06-24,2026-06-24T15:56:32.603,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_google-germany_ai-innovation-engineer-google-cloud_m-nchen,"AI Innovation Engineer, Google Cloud",Google Germany GmbH,München,80636.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/17486-143476084111745734-S,,,,,2026-06-16,2026-06-16T16:50:30.385,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_google-germany_customer-engineer-platform-process-manufacturing-dach-german_m-nchen,"Customer Engineer, Platform, Process Manufacturing DACH (German)",Google Germany GmbH,München,80636.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/17486-105988449911087814-S,,,,,2026-06-16,2026-06-16T16:50:30.282,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_google-germany_pursuit-lead-google-cloud-consulting-english-german_berlin,"Pursuit Lead, Google Cloud Consulting (English, German)",Google Germany GmbH,Berlin,10117.0,Berlin,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/17486-129499362882396870-S,,,,,2026-06-11,2026-06-11T15:53:19.159,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_grid-esports_senior-data-scientist-m-f-x_berlin,Senior Data Scientist (m/f/x),GRID eSports GmbH,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/grid-esports-gmbh/senior-data-scientist-berlin-287953,"Full-time permanent,experienced","AI / ML,Engineering,bachelor's degree",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_hays-professional-solutions_release-train-engineer_,Release Train Engineer (m/w/d),Hays Professional Solutions GmbH,,,Hamburg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/13319-872022/1_609192LS-S,,,,,2026-05-19,2026-05-19T13:36:34.185,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_hays-professional-solutions_room-qualification-engineer_singen-hohentwiel,Room Qualification Engineer (m/w/d),Hays Professional Solutions GmbH,Singen (Hohentwiel),,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/13319-872632/1_609195LS-S,,,,,2026-05-21,2026-05-21T10:39:32.618,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_hays_it-support-engineer_mutterstadt,IT Support Engineer (m/w/d),Hays AG,Mutterstadt,67112.0,Rheinland-Pfalz,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/13319-882608/1_615608LS-S,,,,,2026-06-30,2026-06-30T16:35:58.137,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_hays_senior-sap-berater-data-analytics_,Senior SAP Berater Data & Analytics (m/w/d),Hays AG,,,,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/13319-873344/1_609560LS-S,,Analytics / BI,,,2026-05-21,2026-05-21T10:39:39.437,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_hays_vice-president-of-business-development_,Vice President of Business Development (m/f/d),Hays AG,,,,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/13319-873413/1_609639LS-S,,,,,2026-05-25,2026-05-25T10:37:41.767,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_hedalis_sap-abap-senior-entwickler-architekt-cloud-rap-in-d-sseldorf_d-sseldorf,SAP ABAP Senior Entwickler / Architekt (m/w/d) – Cloud & RAP in Düsseldorf,Hedalis GmbH,Düsseldorf,40213.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4870343496-S,,,,,2026-07-01,2026-07-01T07:08:59.498,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_huk-coburg-vvag_it-architekt-cloud_coburg,IT-Architekt Cloud (w/m/d),HUK-COBURG VVaG,Coburg,96450.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206046658-S,,,,,2026-06-15,2026-06-30T11:58:54.218,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_iabg-industrieanlagen-betriebs_technischer-manager-machine-learning-engineer_ottobrunn,Technischer Manager Machine Learning Engineer (m/w/d),IABG Industrieanlagen Betriebs-GmbH,Ottobrunn,85521.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003306763-S,,AI / ML,,,2026-07-02,2026-07-02T13:53:16.494,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_immo-marketer_werkstudent-in-finanzbuchhaltung-schwerpunkt-forderungsmanagement_bochum,Werkstudent/-in (m/w/d) Finanzbuchhaltung (Schwerpunkt Forderungsmanagement),Immo-Marketer,Bochum,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/immo-marketer/werkstudent-in-finanzbuchhaltung-schwerpunkt-forderungsmanagement-bochum-378198,"Full-time permanent,entry","Junior / Entry Level,Working Student,Marketing and pr,high school or equivalent",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_immo-marketer_werkstudent-in-in-der-telefonischen-immobilienberatung-20-stunden-woche_bochum,Werkstudent/-in (m/w/d) in der telefonischen Immobilienberatung (20 Stunden / Woche),Immo-Marketer,Bochum,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/immo-marketer/werkstudent-in-in-der-telefonischen-immobilienberatung-20-stunden-woche-bochum-90447,"Full-time permanent,entry","Junior / Entry Level,Working Student,Marketing and pr,vocational",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_immo-pictures_operations-client-manager-mit-perspektive-auf-teamleitung_cologne,Operations & Client Manager (m/w/d) - mit Perspektive auf Teamleitung,IMMO PICTURES,Cologne,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/immo-pictures/operations-client-manager-mit-perspektive-auf-teamleitung-cologne-392070,,"Junior / Entry Level,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_immolane_objektleiter-objektmanager-geb-udemanagement_munich,Objektleiter / Objektmanager Gebäudemanagement (m/w/d),IMMOLANE,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/immolane/objektleiter-objektmanager-gebaudemanagement-munich-4956,,Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_indie-solutions_devops-engineer-cloud-kubernetes-ci-cd-hamburg_hamburg,"DevOps Engineer (m/w/d) | Cloud, Kubernetes & CI/CD | Hamburg",INDIE Solutions GmbH,Hamburg,22119.0,Hamburg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4868792851-S,,Cloud / DevOps,,,2026-07-01,2026-06-30T18:05:08.062,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_infotip-service_salesforce-project-manager-all-genders_georgensgm-nd,Salesforce Project Manager (all genders),InfoTip Service GmbH,Georgensgmünd,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/infotip-service-gmbh/salesforce-project-manager-all-genders-georgensgmund-163607,berufserfahren,Project Management,,,,,2026-07-06T07:00:07.313495+00:00,True,hybrid,bilingual,Other,2026-07-06,2026-07-06
sem_inkuplay-ug-haftungsbeschr-nkt_inkuplay-sucht-manager-in-f-rdermittel-finanzierung_biesenthal,InkuPlay sucht Manager*in Fördermittel & Finanzierung (m/w/d),InkuPlay UG (haftungsbeschränkt),Biesenthal,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/inkuplay-ug-haftungsbeschrankt/inkuplay-sucht-managerin-fordermittel-finanzierung-biesenthal-132512,,"Remote,Asset,Fonds Management",,,,,2026-07-06T07:00:07.313495+00:00,True,remote,german_required,Unspecified,2026-07-06,2026-07-06
sem_inovex_bi-specialist-analytics-engineer_hamburg,BI Specialist* / Analytics Engineer*,inovex GmbH,Hamburg,,Hamburg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r14916-S,,Analytics / BI,,,2026-06-30,2026-06-30T11:29:23.542,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_big-data-specialist-cloud-services_erlangen,Big Data Specialist* Cloud Services,inovex GmbH,Erlangen,,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r2581-S,,,,,2026-06-30,2026-06-30T10:52:52.352,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_cloud-platform-kubernetes-engineer_hamburg,Cloud Platform / Kubernetes Engineer*,inovex GmbH,Hamburg,,Hamburg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r14109-S,,Cloud / DevOps,,,2026-06-30,2026-06-30T10:54:13.138,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_data-engineer-machine-learning-engineer_hamburg,Data Engineer* / Machine Learning Engineer*,inovex GmbH,Hamburg,,Hamburg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r5446-S,,"AI / ML,Data Engineering",,,2026-06-30,2026-06-30T10:53:40.307,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_devops-engineer-linux_stuttgart,DevOps Engineer* Linux,inovex GmbH,Stuttgart,,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r14110-S,,Cloud / DevOps,,,2026-06-30,2026-06-30T10:54:26.148,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_senior-data-engineer-machine-learning-engineer_k-ln,Senior Data Engineer* / Machine Learning Engineer*,inovex GmbH,Köln,,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r5333-S,,"AI / ML,Data Engineering",,,2026-06-30,2026-06-30T10:53:59.73,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_senior-data-engineer-microsoft-fabric_berlin,Senior Data Engineer* Microsoft Fabric,inovex GmbH,Berlin,,Berlin,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r15302-S,,Data Engineering,,,2026-06-30,2026-06-30T11:27:50.319,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_senior-frontend-architect_karlsruhe-baden,Senior Frontend Architect* (m/w/d),inovex GmbH,"Karlsruhe, Baden",76131.0,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r17307-S,,,,,2026-06-30,2026-06-30T10:55:26.748,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_senior-python-backend-engineer-ai-focus_stuttgart,Senior Python Backend Engineer* (AI Focus),inovex GmbH,Stuttgart,,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r14241-S,,,,,2026-07-01,2026-07-01T10:52:13.987,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_senior-technical-data-ai-consultant_hamburg,Senior Technical Data & AI Consultant*,inovex GmbH,Hamburg,,Hamburg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r15303-S,,,,,2026-06-30,2026-06-30T11:26:24.752,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_inovex_software-engineer-f-r-datenprojekte_stuttgart,Software Engineer* für Datenprojekte,inovex GmbH,Stuttgart,,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/16752-r5445-S,,,,,2026-06-30,2026-06-30T10:53:21.978,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_jacob-cement-baustoffe_it-administrator-flensburg_flensburg,"IT Administrator (m/w/d), Flensburg",Jacob Cement Baustoffe,Flensburg,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/jacob-cement-baustoffe/it-administrator-flensburg-444766,berufserfahren,Applications Administration,,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Other,2026-07-06,2026-07-06
sem_jcp-juliane-consulting-professionals_head-of-controlling-accounting-administration_munich,"Head of Controlling, Accounting & Administration (m/w/d)",JCP - Juliane Consulting Professionals,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/jcp-juliane-consulting-professionals/head-of-controlling-accounting-administration-munich-18463,berufserfahren,Controlling,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_k-rber-technologies_entwicklungsingenieur-sensoren-laser-f-r-embedded-pc-und-steuerungssoftware_hamburg,"Entwicklungsingenieur (m/w/d) Sensoren&Laser für Embedded-, PC- und Steuerungssoftware",Körber Technologies GmbH,Hamburg,21033.0,Hamburg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/14470-44218331-62-S,,,,,2026-06-03,2026-06-03T00:00:00,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_k-tronik_senior-entwicklungsingenieur-m-w-x-f-r-vhf-uhf-power-amplifier-module_munich,Senior-Entwicklungsingenieur (m/w/x) für VHF/UHF Power Amplifier Module,K-tronik GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/k-tronik-gmbh/senior-entwicklungsingenieur-fur-vhf-uhf-power-amplifier-module-munich-19514,berufserfahren,Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_kaemi_head-of-sales-managed-network-security-services_berlin,Head of Sales (m/w/d) Managed Network & Security Services,KAEMI GmbH,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/kaemi-gmbh/head-of-sales-managed-network-security-services-berlin-253076,,"Management,Team Leader",,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Germany,2026-07-06,2026-07-06
sem_kd-kellerdigital_senior-online-marketing-manager_frankfurt-am-main,Senior Online Marketing Manager (m/w/d),KD Kellerdigital GmbH,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/kd-kellerdigital-gmbh/senior-online-marketing-manager-frankfurt-am-main-363159,"Full-time permanent,entry","Marketing and pr,associate's degree",,,,,2026-07-06T07:00:07.313495+00:00,True,hybrid,bilingual,Germany,2026-07-06,2026-07-06
sem_kleemann_functional-test-engineer_g-ppingen,Functional Test Engineer (m/w/d),KLEEMANN GmbH,Göppingen,73037.0,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003044238-S,,,,,2026-05-13,2026-05-13T13:30:09.652,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_klickkonzept-by-cosmo5_amazon-advertising-manager-retail-media-manager_frankfurt-am-main,Amazon Advertising Manager / Retail Media Manager (m/w/d),Klickkonzept by Cosmo5,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/klickkonzept-by-cosmo5/amazon-advertising-manager-retail-media-manager-frankfurt-am-main-321728,berufserfahren,"Analytics / BI,Online Marketing",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_klickkonzept-by-cosmo5_online-marketing-manager-digital-marketing-consultant_frankfurt-am-main,Online Marketing Manager / Digital Marketing Consultant (m/w/d),Klickkonzept by Cosmo5,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/klickkonzept-by-cosmo5/online-marketing-manager-digital-marketing-consultant-frankfurt-am-main-177378,berufserfahren,"Analytics / BI,Online Marketing",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_klickkonzept-by-cosmo5_seo-geo-manager-organic-visibility-manager_frankfurt-am-main,SEO/GEO Manager / Organic Visibility Manager (m/w/d),Klickkonzept by Cosmo5,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/klickkonzept-by-cosmo5/seo-geo-manager-organic-visibility-manager-frankfurt-am-main-42584,berufserfahren,"Analytics / BI,Online Marketing",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_klickkonzept-by-cosmo5_social-media-advertising-manager-paid-social-manager_frankfurt-am-main,Social Media Advertising Manager / Paid Social Manager (m/w/d),Klickkonzept by Cosmo5,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/klickkonzept-by-cosmo5/social-media-advertising-manager-paid-social-manager-frankfurt-am-main-162508,berufserfahren,"Analytics / BI,Social Media Manager",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_koro-handels_food-developer_berlin,Food Developer (m/f/d),KoRo Handels GmbH,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/koro-handels-gmbh/food-developer-berlin-122786,professional / experienced,Marketing and Communication,,,,,2026-07-06T07:00:07.313495+00:00,True,hybrid,english_only,Germany,2026-07-06,2026-07-06
