job_id,title,company,location,zip_code,state,source,ats,department,is_remote,job_url,job_types,tags,salary,published_at,start_date_raw,modified_at,ingested_at,is_english,work_style,language_requirement,region,date_added,date_expired
sem_leuchtmehr_sap-bw-bi-berater-mit-homeoffice_waiblingen-rems,SAP BW / BI Berater (m/w/d) mit Homeoffice,Leuchtmehr GmbH,"Waiblingen, Rems",71334.0,Baden-Württemberg,ba_api,,,True,https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4868729842-S,,Analytics / BI,,,2026-07-01,2026-06-30T07:32:02.475,2026-07-06T07:01:03.142629+00:00,False,remote,german_required,Unspecified,2026-07-06,2026-07-06
sem_leyrer-graf-baugesellschaft-m-b-h_data-engineer_schwechat,Data Engineer,Leyrer + Graf Baugesellschaft m.b.H.,Schwechat,2320.0,Niederösterreich,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17270096-S,,Data Engineering,,,2026-06-30,2026-06-29T16:37:22.698,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_litura_remote-praktikum-lektorat-korrektorat-im-verlag_berlin,Remote Praktikum Lektorat & Korrektorat im Verlag (m/w/d),Litura GmbH,Berlin,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/litura-gmbh/remote-praktikum-lektorat-korrektorat-im-verlag-berlin-137362,"Internship,hilfstätigkeit / student","Internship,Remote,Product Management",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_magenta-telekom_data-scientist_wien-landstra-e,Data Scientist,Magenta Telekom,"Wien,Landstraße",1030.0,Wien,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/11949-17221550-S,,AI / ML,,,2026-06-27,2026-06-26T17:12:02.215,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Austria,2026-07-06,2026-07-06
sem_mammutmarsch-ug_online-marketing-assistant-in-teilzeit_berlin,Online Marketing Assistant in Teilzeit(w/m/d),Mammutmarsch UG,Berlin,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/mammutmarsch-ug/online-marketing-assistant-in-teilzeit-berlin-263534,,"Internship,Remote,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_medatixx_teamleitung-cloud-engineering-eltville-am-rhein-frankfurt-am-main_eltville-am-rhein,"Teamleitung (m/w/d) - Cloud Engineering,Eltville am Rhein,Frankfurt am Main",medatixx,Eltville am Rhein,65343.0,Hessen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2272133-S,,,,,2026-07-01,2026-06-08T17:36:59.297,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_meisterwerke-schulte_data-warehouse-entwickler_r-then,Data Warehouse Entwickler (m/w/d),MeisterWerke Schulte  GmbH,Rüthen,59602.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12688-28929678-RJA-S,,,,,2026-07-01,2026-07-01T08:09:22.967,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_mitteldeutsche-it_devops-engineer_leipzig,DevOps Engineer (m/w/d),Mitteldeutsche IT GmbH,Leipzig,4329.0,Sachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002807618-S,,Cloud / DevOps,,,2026-06-23,2026-06-23T11:55:38.884,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_mitteldeutsche-it_golang-backend-entwickler_leipzig,Golang Backend Entwickler (m/w/d),Mitteldeutsche IT GmbH,Leipzig,4329.0,Sachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003106691-S,,,,,2026-05-21,2026-05-21T09:35:18.946,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_msc-cruises_marketing-specialist-social-media-content-f-r-die-d-a-ch-region_munich,Marketing Specialist - Social Media & Content für die D-A-CH Region (m/w/d),MSC Cruises GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/msc-cruises-gmbh/marketing-specialist-social-media-content-fur-die-d-a-ch-region-munich-139994,,"Internship,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,True,hybrid,bilingual,Germany,2026-07-06,2026-07-06
sem_muth-treuhand-partgmbb-wirtschaftspr-fer-steuerberater_consultant-associate-wirtschaftspr-fung-audit-und-oder-steuerberatung-tax_heilbronn,Consultant / Associate Wirtschaftsprüfung/Audit und/oder Steuerberatung/Tax (m/w/d),MUTH Treuhand PartGmbB Wirtschaftsprüfer / Steuerberater,Heilbronn,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/muth-treuhand-partgmbb-wirtschaftsprufer-steuerberater/consultant-associate-wirtschaftsprufung-audit-und-oder-steuerberatung-tax-heilbronn-466718,,Business Consulting,,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_muth-treuhand-partgmbb-wirtschaftspr-fer-steuerberater_steuerberater-als-senior-manager-tax-mit-option-zur-partnerschaft_heilbronn,Steuerberater als (Senior-) Manager Tax (m/w/d) mit Option zur Partnerschaft,MUTH Treuhand PartGmbB Wirtschaftsprüfer / Steuerberater,Heilbronn,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/muth-treuhand-partgmbb-wirtschaftsprufer-steuerberater/steuerberater-als-senior-manager-tax-mit-option-zur-partnerschaft-heilbronn-113782,,Business Consulting,,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_muth-treuhand-partgmbb-wirtschaftspr-fer-steuerberater_steuerfachangestellte-in-voll-teilzeit_heilbronn,Steuerfachangestellte (m/w/d) in Voll-/Teilzeit,MUTH Treuhand PartGmbB Wirtschaftsprüfer / Steuerberater,Heilbronn,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/muth-treuhand-partgmbb-wirtschaftsprufer-steuerberater/steuerfachangestellte-in-voll-teilzeit-heilbronn-176085,,Business Consulting,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_controller-riskmanagement-im-bankenwesen_frankfurt-am-main,Controller (m/w/d) - Riskmanagement im Bankenwesen,MY Humancapital GmbH,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/controller-riskmanagement-im-bankenwesen-frankfurt-am-main-108375,,Controlling,,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_fachkraft-f-r-arbeitssicherheit-sicherheitsingenieur_dresden,Fachkraft für Arbeitssicherheit / Sicherheitsingenieur (m/w/d),MY Humancapital GmbH,Dresden,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/fachkraft-fur-arbeitssicherheit-sicherheitsingenieur-dresden-193561,,"Compliance,Security",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_konfigurationsmanager-produktkoordinator_munich,Konfigurationsmanager / Produktkoordinator (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/konfigurationsmanager-produktkoordinator-munich-214906,,Project Management,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_kundenberater-private-banking_munich,Kundenberater Private Banking (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/kundenberater-private-banking-munich-361642,,Private Banking,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_linux-systemadministrator_dresden,Linux Systemadministrator (m/w/d),MY Humancapital GmbH,Dresden,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/linux-systemadministrator-dresden-74391,,System and Network Administration,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_objektverwalter-facility-management_munich,Objektverwalter Facility Management (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/objektverwalter-facility-management-munich-445800,,"Building,Supply,Safety Services Engineering",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_personalreferent_munich,Personalreferent (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/personalreferent-munich-425121,,HR,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_projektcontroller_munich,Projektcontroller (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/projektcontroller-munich-306683,,Controlling,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_sachbearbeiter-finanzen-verwaltungsfachkraft_munich,Sachbearbeiter Finanzen / Verwaltungsfachkraft (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/sachbearbeiter-finanzen-verwaltungsfachkraft-munich-366354,,Administration,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_strategischer-projektentwickler_erfurt,Strategischer Projektentwickler (m/w/d),MY Humancapital GmbH,Erfurt,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/strategischer-projektentwickler-erfurt-146913,,Project Management,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_systemadministrator_munich,Systemadministrator (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/systemadministrator-munich-308437,,System and Network Administration,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_techniker-systemintegration-mechatronik_munich,Techniker Systemintegration / Mechatronik (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/techniker-systemintegration-mechatronik-munich-460424,,Automation Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_technischer-objektverwalter_stuttgart,Technischer Objektverwalter (m/w/d),MY Humancapital GmbH,Stuttgart,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/technischer-objektverwalter-stuttgart-7886,,"Building,Supply,Safety Services Engineering",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_technischer-property-manager_munich,Technischer Property Manager (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/technischer-property-manager-munich-92690,,"Building,Supply,Safety Services Engineering",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_my-humancapital_vertriebscontroller-im-bankenumfeld_munich,Vertriebscontroller im Bankenumfeld (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/vertriebscontroller-im-bankenumfeld-munich-406869,,"Analytics / BI,Controlling",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_my-humancapital_verwaltungsfachwirt-sachbearbeiter-finanzwesen_munich,Verwaltungsfachwirt / Sachbearbeiter Finanzwesen (m/w/d),MY Humancapital GmbH,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/verwaltungsfachwirt-sachbearbeiter-finanzwesen-munich-452290,,Administration,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_naumann-kg-forststr_kaufmann-f-r-b-romanagement-praktikum-m-glich_kefenrod,Kaufmann für Büromanagement (m/w/d) – Praktikum möglich,Naumann GmbH & Co. KG Forststr.,Kefenrod,63699.0,Hessen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15340-k47053.1520-S,,Internship,,,2026-08-01,2026-07-03T14:31:44.797,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_neolymp_content-strategist-e-commerce_berlin,Content Strategist (m/w/d) E-Commerce,Neolymp,Berlin,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/neolymp/content-strategist-e-commerce-berlin-173388,,"Internship,Remote,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,False,remote,german_required,Germany,2026-07-06,2026-07-06
sem_neolymp_social-media-creator-marketing-manager_berlin,Social Media & Creator Marketing Manager (m/w/d),Neolymp,Berlin,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/neolymp/social-media-creator-marketing-manager-berlin-284418,,"Internship,Remote,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,True,remote,bilingual,Germany,2026-07-06,2026-07-06
sem_nordran-technologies_head-of-r-d_berlin,Head of R&D,Nordran Technologies,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/nordran-technologies/head-of-rd-berlin-167202,executive,Engineering,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_ntt-data-deutschland_ntt-data-deutschland-servicenow-senior-solution-consultant-w-m-x_stuttgart,NTT DATA Deutschland SE: ServiceNow Senior Solution Consultant (w/m/x),NTT DATA Deutschland SE,Stuttgart,70567.0,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19913-3010251783116001-S,,,,,2026-07-04,2026-07-04T07:22:49.539,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_nulegal_founder-s-associate-working-student_berlin,Founder's Associate (Working Student),Nulegal GmbH,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/nulegal-gmbh/founders-associate-working-student-berlin-362008,Working student,"Working Student,Business Operations",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_nulegal_werkstudent-marketing-community_berlin,Werkstudent Marketing & Community,Nulegal GmbH,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/nulegal-gmbh/werkstudent-marketing-community-berlin-424668,Working student,"Working Student,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_onepage_senior-marketing-designer_berlin,Senior Marketing Designer (m/f/d),Onepage GmbH,Berlin,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/onepage-gmbh/senior-marketing-designer-berlin-56841,professional / experienced,"Remote,Graphic Arts and Communication Design",,,,,2026-07-06T07:00:07.313495+00:00,True,remote,english_only,Germany,2026-07-06,2026-07-06
sem_onetwosocial_senior-creative-strategist-social-media-all-genders_munich,Senior Creative Strategist Social Media (All Genders),OneTwoSocial,Munich,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/onetwosocial/senior-creative-strategist-social-media-all-genders-munich-474129,,Marketing and Communication,,,,,2026-07-06T07:00:07.313495+00:00,False,hybrid,german_required,Germany,2026-07-06,2026-07-06
sem_orizon-unit-aviation_simulation-software-engineer-airbus_manching,Simulation Software Engineer (m/f/d) AIRBUS,"Orizon GmbH, Unit Aviation",Manching,85077.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-417A15408-S,,,,,2026-07-02,2026-07-02T09:38:07.87,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_orizon-unit-aviation_system-software-engineer-for-helicopter-simulation_donauw-rth,System & Software Engineer for Helicopter Simulation ,"Orizon GmbH, Unit Aviation",Donauwörth,86609.0,Bayern,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/14751-417A14139-S,,,,,2026-07-01,2026-07-01T08:34:55.433,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_ost-bau-osterburger-stra-en-tief-und-hochbau_werkstudent-gn-controlling-projekte-20h-woche_reinsdorf,Werkstudent (gn) Controlling & Projekte (20h/Woche),"OST BAU; Osterburger Straßen-,Tief- und Hochbau GmbH",Reinsdorf,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/ost-bau-osterburger-strassen-tief-und-hochbau-gmbh/werkstudent-gn-controlling-projekte-20h-woche-reinsdorf-242339,"Side,berufserfahren","Working Student,Controlling",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Other,2026-07-06,2026-07-06
sem_palantir_hacking-for-health-uk-summer-bootcamp_london-united-kingdom,Hacking for Health - UK Summer Bootcamp,Palantir,"London, United Kingdom",,,direct,lever,Scholarship,False,https://jobs.lever.co/palantir/54530b3f-7446-4600-aef3-bfeb47101830,Scholarship,Scholarship,,1652473810315,,1652473810315,2026-07-06T07:00:46.082166+00:00,False,onsite,german_required,United Kingdom,2026-07-06,2026-07-06
sem_palatax-wirtschafts-pr-fungs-gesellschaft_tax-advisory-consultant_landau,Tax & Advisory Consultant (m/w/d),PALATAX GmbH Wirtschafts­prüfungs­gesellschaft,Landau,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/palatax-gmbh-wirtschaftsprufungsgesellschaft/tax-advisory-consultant-landau-496364,,Finance,,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Other,2026-07-06,2026-07-06
sem_papeve-der-spezialist-f-r-ingenieure-techniker-und-fachpersonal_systemingenieur-bauteile-1706-182_jena,Systemingenieur Bauteile (m/w/d) 1706-182,PAPEVE GmbH Der Spezialist für Ingenieure Techniker und Fachpersonal,Jena,7745.0,Thüringen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003249252-S,,,,,2026-06-19,2026-06-19T08:08:03.678,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_patronus_digital-growth-marketing-manager-german-speaking-berlin_berlin,Digital & Growth Marketing Manager (m/w/d)- German speaking - Berlin,Patronus,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/patronus/digital-growth-marketing-manager-german-speaking-berlin-240682,,"Analytics / BI,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_patronus_organic-growth-manager-digital-marketing-social-german-speaking-berlin_berlin,Organic Growth Manager - Digital Marketing & Social (m/w/d) - German speaking - Berlin,Patronus,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/patronus/organic-growth-manager-digital-marketing-social-german-speaking-berlin-278104,,"Analytics / BI,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_perzukunft-arbeitsvermittlung-kg_betriebswirt-controlling-produktion_berlin,Betriebswirt - Controlling Produktion (m/w/d),PerZukunft Arbeitsvermittlung GmbH&Co.KG,Berlin,12163.0,Berlin,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/12016-10004730221-S,,,,,2026-06-28,2026-06-25T09:31:34.256,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_phw-gruppe_werkstudent-marketing_m-lheim-an-der-ruhr,Werkstudent Marketing (m/w/d),PHW-Gruppe,Mülheim an der Ruhr,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/phw-gruppe/werkstudent-marketing-mulheim-an-der-ruhr-231031,"Part-time fixed-term,student (college)","Working Student,Marketing and pr,college coursework completed",,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_pinguin-druck_data-analyst-im-online-shop_berlin,Data Analyst im Online-Shop (m/w/d),Pinguin Druck GmbH,Berlin,10405.0,Berlin,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1002774853-S,,Analytics / BI,,,2026-07-15,2026-07-03T09:10:10.713,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_pland-die-software-f-r-geb-udedienstleister_customer-success-manager-m-f-x_berlin,Customer Success Manager (m/f/x),PlanD: Die Software für Gebäudedienstleister,Berlin,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/pland-die-software-fur-gebaudedienstleister/customer-success-manager-berlin-310691,teamleitung,Customer Service,,,,,2026-07-06T07:00:07.313495+00:00,True,onsite,bilingual,Germany,2026-07-06,2026-07-06
sem_preikschat-consulting_video-editor-social-media-manager-17-std-remote-minijob-werkstudent_meerbusch,"Video Editor / Social Media Manager (m/w/d), 17€/Std., Remote (Minijob/ Werkstudent)",Preikschat Consulting GmbH,Meerbusch,,,arbeitnow,,,True,https://www.arbeitnow.com/jobs/companies/preikschat-consulting-gmbh/video-editor-social-media-manager-17eur-std-remote-minijob-werkstudent-meerbusch-49468,Working student,"Working Student,Remote,Marketing and Communication",,,,,2026-07-06T07:00:07.313495+00:00,True,remote,bilingual,Unspecified,2026-07-06,2026-07-06
sem_prognum-automotive_business-manager-aerospace-and-defence_,Business Manager (m/w/d) Aerospace and Defence,prognum Automotive GmbH,,,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15006-k40180.4856-S,,,,,2026-06-17,2026-06-16T10:34:10.306,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_prognum-automotive_software-verification-engineer-aerospace_,Software Verification Engineer (m/w/d) – Aerospace,prognum Automotive GmbH,,,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15006-k40180.4863-S,,,,,2026-06-17,2026-06-16T10:34:08.12,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_prognum-automotive_software-verification-engineer-defence_,Software Verification Engineer (m/w/d) - Defence,prognum Automotive GmbH,,,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15006-k40180.4862-S,,,,,2026-06-17,2026-06-16T10:34:08.493,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_prognum-automotive_systems-engineer-embedded-systems-defence_stuttgart,Systems Engineer (m/w/d) – Embedded Systems Defence,prognum Automotive GmbH,Stuttgart,70597.0,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15006-k40180.4892-S,,,,,2026-06-17,2026-06-16T10:34:13.138,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_prognum-automotive_validation-engineer-aerospace-automotive-defence_stuttgart,Validation Engineer (m/w/d) – Aerospace / Automotive / Defence,prognum Automotive GmbH,Stuttgart,70597.0,Baden-Württemberg,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/15006-k40180.4861-S,,,,,2026-06-17,2026-06-16T10:34:08.858,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_projekt-team-personalberatung_produktmanager-ophthalmologie-katarakt-chirurgie-jn335-08_frankfurt-am-main,Produktmanager Ophthalmologie (Katarakt-Chirurgie) (m/w/d) - JN335-08,Projekt-Team Personalberatung,Frankfurt am Main,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/projekt-team-personalberatung/produktmanager-ophthalmologie-katarakt-chirurgie-jn335-08-frankfurt-am-main-410546,berufserfahren,Product Management,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_r-v-allgemeine-versicherung_data-strategy-manager-ki-governance_wiesbaden,Data Strategy Manager (m/w/d) KI Governance,R+V Allgemeine Versicherung AG,Wiesbaden,65189.0,Hessen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19301-950682468-S,,,,,2026-07-01,2026-06-15T13:35:39.757,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_rbx_social-media-reporter-in-f-r-das-reeperbahn-festival-2026_hamburg,Social Media Reporter*in für das Reeperbahn Festival 2026 (m/w/d),RBX GmbH,Hamburg,,,arbeitnow,,,False,https://www.arbeitnow.com/jobs/companies/rbx-gmbh/social-media-reporterin-fur-das-reeperbahn-festival-2026-hamburg-191188,Freelance,Marketing and Communication,,,,,2026-07-06T07:00:07.313495+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_business-analyst_bielefeld,Business Analyst (m/w/d),Recrutis Consulting GmbH,Bielefeld,33602.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-db694f9176a1-S,,,,,2026-06-24,2026-06-23T12:30:19.065,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_business-analyst_dissen-am-teutoburger-wald,Business Analyst (m/w/d),Recrutis Consulting GmbH,Dissen am Teutoburger Wald,49201.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-db694f9176a1-3-S,,,,,2026-06-24,2026-06-23T12:30:19.241,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_business-analyst_georgsmarienh-tte,Business Analyst (m/w/d),Recrutis Consulting GmbH,Georgsmarienhütte,49124.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-db694f9176a1-4-S,,,,,2026-06-24,2026-06-23T12:30:19.319,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_business-analyst_wallenhorst,Business Analyst (m/w/d),Recrutis Consulting GmbH,Wallenhorst,49134.0,Niedersachsen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-db694f9176a1-2-S,,,,,2026-06-24,2026-06-23T12:30:19.156,2026-07-06T07:01:03.142629+00:00,True,onsite,english_only,Germany,2026-07-06,2026-07-06
sem_recrutis-consulting_controller-mit-bi-erp-affinit-t_bielefeld,Controller (m/w/d) mit BI- & ERP-Affinität,Recrutis Consulting GmbH,Bielefeld,33602.0,Nordrhein-Westfalen,ba_api,,,False,https://www.arbeitsagentur.de/jobsuche/jobdetail/19950-2c6778eba6d4-S,,Analytics / BI,,,2026-06-24,2026-06-23T12:30:19.75,2026-07-06T07:01:03.142629+00:00,False,onsite,german_required,Germany,2026-07-06,2026-07-06
